Term	Mean	OrdinalClass	MajorityLabel	MajorityLabelRatio	NumberAnnotations	SetOfLabels
springiness	-0.38	0	0	0.625	8	0,-2,0,1,-2,0,0,0
esthetic	-0.38	0	0	0.75	8	0,0,0,0,-2,0,-1,0
tetrahedron	-0.38	0	0	0.625	8	0,0,0,0,0,-1,-1,-1
advised	-0.38	0	0	0.625	8	0,0,0,0,-1,-1,0,-1
embargo	-0.38	0	1	0.375	8	0,1,1,1,-2,0,-2,-2
freeborn	-0.38	0	0	0.75	8	0,-1,0,0,0,0,0,-2
managerially	-0.38	0	0	0.769230769230769	13	0,-2,0,-2,0,0,-1,0,0,0,0,0,0
overindulgent	-0.38	0	-1	0.625	8	1,0,1,-1,-1,-1,-1,-1
plush	-0.38	0	-1	0.375	8	0,1,-1,0,-1,1,-2,-1
hibiscus	-0.38	0	0	0.625	8	0,-1,0,-1,0,0,-1,0
skinless	-0.38	0	0	0.75	8	0,0,0,0,-2,0,0,-1
usualness	-0.38	0	0	0.625	8	0,-1,0,0,0,-1,0,-1
salvageable	-0.38	0	0	0.615384615384615	13	0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
earlier	-0.38	0	0	0.625	8	0,0,-1,0,0,-1,-1,0
chic	-0.38	0	0	0.375	8	1,0,-1,0,-2,-2,0,1
mist	-0.38	0	-1	0.5	8	0,0,1,-1,-1,-1,-1,0
mesmeriser	-0.38	0	0	0.625	8	0,1,0,-2,0,-2,0,0
stepbrother	-0.38	0	0	0.625	8	0,0,0,-1,-1,0,-1,0
malachite	-0.38	0	0	0.75	8	0,0,-1,0,0,-2,0,0
bonus	-0.38	0	0	0.625	8	0,0,-1,-1,0,0,0,-1
overdrive	-0.38	0	-1	0.5	8	0,0,1,0,-1,-1,-1,-1
grammy	-0.38	0	0	0.75	8	0,-2,-1,0,0,0,0,0
char	-0.38	0	-1	0.5	8	0,0,0,-1,-1,1,-1,-1
hobbies	-0.38	0	-1	0.5	8	0,0,1,0,-1,-1,-1,-1
solitariness	-0.38	0	-1	0.375	8	0,1,0,-1,-1,-1,-2,1
unreinforced	-0.38	0	0	0.375	8	-2,1,0,1,0,-2,0,-1
farmyard	-0.38	0	0	0.625	8	0,-1,-1,0,0,0,-1,0
unfortified	-0.38	0	0	0.75	8	0,0,0,-2,0,0,-1,0
posthumous	-0.38	0	0	0.625	8	-1,0,0,-1,-1,0,0,0
kayak	-0.38	0	0	0.625	8	0,-1,-1,0,-1,0,0,0
caregiving	-0.38	0	-1	0.5	8	0,0,0,-1,-1,1,-1,-1
psychical	-0.38	0	0	0.625	8	0,-1,-1,-1,0,0,0,0
gardening	-0.38	0	-1	0.375	8	-1,-2,0,1,1,-1,0,-1
eastern	-0.38	0	0	0.75	8	0,0,0,-1,-2,0,0,0
resonant	-0.38	0	0	0.75	8	0,0,0,0,0,0,-1,-2
unspent	-0.38	0	0	0.75	8	-1,0,0,0,0,0,0,-2
geeky	-0.38	0	0	0.5	8	-1,0,0,1,0,-1,0,-2
undimmed	-0.38	0	0	0.75	8	0,0,0,0,0,-1,-2,0
gratuitous	-0.38	0	0	0.625	8	0,-1,0,0,0,-1,-1,0
reformation	-0.38	0	0	0.75	8	0,0,0,0,0,-2,0,-1
reinforce	-0.38	0	0	0.625	8	-1,-1,0,0,0,-1,0,0
trend	-0.38	0	0	0.625	8	0,0,0,0,0,-1,-1,-1
retrain	-0.38	0	0	0.75	8	0,0,-2,0,0,0,-1,0
seamless	-0.38	0	0	0.75	8	0,0,-1,0,0,0,-2,0
hobby	-0.38	0	0	0.75	8	0,0,-1,0,0,0,-2,0
basso	-0.38	0	0	0.75	8	0,0,0,-2,0,-1,0,0
growth	-0.38	0	0	0.75	8	0,0,0,-1,-2,0,0,0
swath	-0.38	0	0	0.625	8	0,0,0,0,0,-1,-1,-1
tonic	-0.38	0	-1	0.375	8	1,1,-1,-1,-1,0,-2,0
subterranean	-0.38	0	0	0.625	8	-2,0,-2,0,1,0,0,0
regularly	-0.38	0	0	0.75	8	0,0,-2,0,-1,0,0,0
euphonically	-0.38	0	0	0.75	8	0,0,0,0,-1,-2,0,0
microcrystal	-0.38	0	0	0.625	8	0,0,0,-1,0,-1,0,-1
subset	-0.38	0	0	0.75	8	-1,0,0,0,0,0,-2,0
classic	-0.38	0	0	0.75	8	0,0,0,-1,-2,0,0,0
divert	-0.38	0	0	0.625	8	0,0,0,0,0,-1,-1,-1
luggage	-0.38	0	0	0.75	8	0,-2,0,0,-1,0,0,0
comprehensibleness	-0.38	0	0	0.75	8	0,0,0,0,-2,0,0,-1
accumulate	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,-1,-1,0
apparel	-0.40	0	0	0.6	10	0,0,0,-1,-1,-1,0,0,-1,0
accessibly	-0.40	0	0	0.6	5	0,0,-1,-1,0
shrimp	-0.40	0	0	0.6	10	0,0,0,0,-1,0,-1,-1,0,-1
perpendicularly	-0.40	0	0	0.6	5	0,-1,-1,0,0
elliptically	-0.40	0	0	0.6	5	0,-1,-1,0,0
girth	-0.40	0	0	0.6	10	0,0,0,0,0,0,-1,-1,-1,-1
gourmet	-0.40	0	0	0.6	10	-1,-1,0,0,0,0,0,-1,-1,0
spatially	-0.40	0	0	0.6	10	0,0,0,0,0,0,-1,-1,-1,-1
port	-0.40	0	0	0.8	10	0,-2,0,-2,0,0,0,0,0,0
cereal	-0.40	0	0	0.6	5	0,-1,0,0,-1
ensure	-0.40	0	0	0.6	10	0,-1,0,0,0,0,-1,-1,0,-1
superficially	-0.40	0	-1	0.6	5	0,-1,-1,1,-1
covenant	-0.40	0	0	0.7	10	0,0,0,0,-2,0,-1,0,0,-1
squeezable	-0.40	0	0	0.6	5	0,-1,0,-1,0
bubblegum	-0.40	0	0	0.6	5	0,0,-1,-1,0
offline	-0.40	0	0	0.6	5	0,-1,0,-1,0
unselect	-0.40	0	0	0.6	5	0,0,0,-1,-1
acquit	-0.40	0	0	0.6	5	-1,-1,0,0,0
stack	-0.40	0	0	0.6	10	0,0,0,0,0,0,-1,-1,-1,-1
stringer	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
commend	-0.40	0	0	0.8	5	0,-2,0,0,0
wildwood	-0.40	0	1	0.3	10	0,1,1,0,-1,0,1,-2,-2,-2
stateroom	-0.40	0	0	0.8	10	0,0,0,0,-2,0,0,0,-2,0
emersion	-0.40	0	0	0.6	5	0,0,-1,0,-1
waved	-0.40	0	-1	0.6	5	0,1,-1,-1,-1
crispiness	-0.40	0	0	0.6	5	0,-1,0,-1,0
infrared	-0.40	0	0	0.8	10	0,0,0,0,0,0,-2,0,0,-2
unquestioned	-0.40	0	0	0.8	5	0,0,0,-2,0
indulgent	-0.40	0	-1	0.6	5	-1,1,-1,-1,0
order	-0.40	0	0	0.8	10	0,0,0,-2,0,0,0,0,0,-2
kettleful	-0.40	0	0	0.6	5	-1,0,0,-1,0
chaplain	-0.40	0	0	0.8	10	-2,0,0,0,-2,0,0,0,0,0
sphere	-0.40	0	0	0.6	10	0,0,0,0,0,0,-1,-1,-1,-1
shingled	-0.40	0	0	0.8	5	0,0,0,0,-2
renumber	-0.40	0	0	0.6	5	0,-1,-1,0,0
stillwaiting	-0.40	0	-1	0.6	5	1,0,-1,-1,-1
improvisational	-0.40	0	0	0.6	5	-1,0,0,0,-1
hoe	-0.40	0	0	0.8	10	0,0,0,0,0,-2,0,0,-2,0
locator	-0.40	0	0	0.6	10	0,0,0,-1,0,0,0,-1,-1,-1
statue	-0.40	0	0	0.8	10	0,0,-2,-2,0,0,0,0,0,0
circularity	-0.40	0	-1	0.5	10	0,0,0,1,0,-1,-1,-1,-1,-1
mixer	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
weights	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,0,-1,-1
approvement	-0.40	0	0	0.8	5	-2,0,0,0,0
superlatively	-0.40	0	0	0.6	10	0,-1,-1,-1,0,0,0,0,0,-1
continuative	-0.40	0	0	0.8	10	0,0,0,0,0,0,0,-2,0,-2
untaken	-0.40	0	0	0.6	5	0,0,0,-1,-1
disengagement	-0.40	0	-1	0.5	10	-1,-1,-1,1,0,0,0,0,-1,-1
reorientation	-0.40	0	0	0.8	10	0,-2,0,0,-2,0,0,0,0,0
lyric	-0.40	0	0	0.6	10	0,0,0,-1,0,-1,-1,0,0,-1
atonement	-0.40	0	0	0.6	5	0,0,-1,-1,0
fancier	-0.40	0	0	0.6	5	0,0,-1,0,-1
huggy	-0.40	0	-1	0.6	5	-1,0,1,-1,-1
manageability	-0.40	0	0	0.4	10	1,0,-1,-1,1,-2,-2,0,0,0
demonstrated	-0.40	0	1	0.4	10	1,0,1,0,1,-2,1,-2,-2,-2
beck	-0.40	0	0	0.8	10	0,0,0,0,0,-2,-2,0,0,0
hibernator	-0.40	0	0	0.6	5	0,-1,0,-1,0
slicken	-0.40	0	0	0.6	5	0,0,0,-1,-1
mossy	-0.40	0	0	0.8	10	0,-2,0,0,-2,0,0,0,0,0
mackerel	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,-1,-1,0
conservatively	-0.40	0	0	0.6	5	0,0,0,-1,-1
canto	-0.40	0	0	0.8	10	0,0,0,0,0,0,-2,0,-2,0
unrecognizably	-0.40	0	0	0.8	10	0,0,0,0,0,0,0,-2,-2,0
bohemia	-0.40	0	0	0.8	5	0,0,-2,0,0
transport	-0.40	0	0	0.8	10	0,0,0,0,0,0,-2,0,-2,0
bemusedly	-0.40	0	0	0.6	5	0,-1,0,-1,0
bowlegged	-0.40	0	0	0.6	5	0,-1,0,-1,0
strictness	-0.40	0	-1	0.6	5	1,0,-1,-1,-1
tango	-0.40	0	0	0.6	10	0,0,-1,0,0,0,0,-1,-1,-1
irreverence	-0.40	0	-1	0.6	5	0,1,-1,-1,-1
thinning	-0.40	0	0	0.8	5	0,-2,0,0,0
yokeless	-0.40	0	0	0.6	10	-1,0,0,0,0,-1,0,-1,-1,0
whiskers	-0.40	0	0	0.6	5	0,-1,0,-1,0
ark	-0.40	0	0	0.8	5	-2,0,0,0,0
pamper	-0.40	0	-1	0.6	10	-1,0,1,1,0,-1,-1,-1,-1,-1
trace	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
uneventful	-0.40	0	0	0.8	5	-2,0,0,0,0
twig	-0.40	0	0	0.6	5	0,0,0,-1,-1
retrieve	-0.40	0	0	0.6	10	1,0,0,-1,0,0,0,-2,0,-2
carnal	-0.40	0	0	0.8	5	0,0,0,-2,0
sanity	-0.40	0	0	0.8	5	0,-2,0,0,0
yacht	-0.40	0	0	0.6	10	0,-1,0,0,0,0,0,-1,-1,-1
conceded	-0.40	0	0	0.6	5	-1,0,-1,0,0
chandelier	-0.40	0	0	0.6	5	0,0,0,-1,-1
mandoline	-0.40	0	0	0.8	10	0,0,0,0,0,0,0,0,-2,-2
nearsighted	-0.40	0	-1	0.6	5	0,-1,1,-1,-1
gratis	-0.40	0	0	0.6	5	-1,0,-1,0,0
infomercial	-0.40	0	-1	0.6	5	1,-1,-1,0,-1
anglicize	-0.40	0	0	0.8	10	0,-2,0,0,0,0,0,0,-2,0
fridge	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,0,-1,-1
confide	-0.40	0	-1	0.4	10	0,0,-2,-1,1,-1,1,-1,-1,0
unflinching	-0.40	0	0	0.4	5	-2,0,0,1,-1
ostensibly	-0.40	0	-1	0.5	10	0,0,1,0,0,-1,-1,-1,-1,-1
riverbank	-0.40	0	0	0.6	10	0,0,0,0,-1,-1,0,-1,0,-1
jetski	-0.40	0	0	0.6	5	0,-1,0,-1,0
seasonably	-0.40	0	-1	0.5	10	0,0,0,1,0,-1,-1,-1,-1,-1
smokiness	-0.40	0	0	0.6	5	0,0,-1,0,-1
womanliness	-0.40	0	0	0.6	5	0,-1,-1,0,0
raceway	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
vein	-0.40	0	0	0.8	10	0,-2,0,-2,0,0,0,0,0,0
hunky	-0.40	0	0	0.6	5	0,0,0,-1,-1
bulge	-0.40	0	-1	0.5	10	0,0,0,0,1,-1,-1,-1,-1,-1
silicone	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
stonily	-0.40	0	0	0.8	5	0,0,-2,0,0
cheekily	-0.40	0	0	0.6	5	0,0,-1,0,-1
stripped	-0.40	0	0	0.4	10	1,0,-2,-1,0,0,-1,0,-2,1
indefinite	-0.40	0	0	0.6	5	-1,0,0,0,-1
indoor	-0.40	0	0	0.8	5	0,0,0,0,-2
delectably	-0.40	0	0	0.6	5	0,0,-1,0,-1
sidebar	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,0,-1,-1
hear	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
bowed	-0.40	0	-1	0.5	10	1,0,0,0,0,-1,-1,-1,-1,-1
confidant	-0.40	0	0	0.8	5	0,0,0,0,-2
systemically	-0.40	0	0	0.8	5	0,0,0,-2,0
inflect	-0.40	0	-1	0.5	10	0,1,0,0,0,-1,-1,-1,-1,-1
toboggan	-0.40	0	0	0.7	10	0,-1,0,0,0,-1,0,-2,0,0
sunstruck	-0.40	0	-1	0.6	5	-1,0,-1,1,-1
vying	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
fleetingness	-0.40	0	0	0.6	5	0,-1,0,-1,0
everywhere	-0.40	0	0	0.8	5	0,0,0,-2,0
tryst	-0.40	0	-1	0.6	5	0,-1,1,-1,-1
watermelon	-0.40	0	0	0.6	5	-1,-1,0,0,0
playpen	-0.40	0	0	0.6	5	0,0,-1,0,-1
bopper	-0.40	0	0	0.8	10	0,0,0,0,0,0,-2,0,-2,0
pursed	-0.40	0	0	0.6	5	0,-1,0,-1,0
cartwheel	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
frumpish	-0.40	0	0	0.6	5	0,-1,-1,0,0
sing	-0.40	0	0	0.7	10	-1,0,0,-2,0,0,0,0,0,-1
candlestick	-0.40	0	0	0.6	10	0,-1,0,0,0,-1,-1,0,-1,0
chance	-0.40	0	-1	0.5	10	0,0,0,1,0,-1,-1,-1,-1,-1
riverbed	-0.40	0	0	0.6	5	0,-1,0,-1,0
safehouse	-0.40	0	0	0.8	5	0,0,0,-2,0
featured	-0.40	0	0	0.6	5	0,0,-1,0,-1
father	-0.40	0	0	0.6	10	0,-1,0,0,0,-1,0,0,-1,-1
remission	-0.40	0	0	0.8	5	0,-2,0,0,0
relay	-0.40	0	0	0.6	10	0,0,0,0,0,0,-1,-1,-1,-1
unswayable	-0.40	0	0	0.8	5	0,-2,0,0,0
humorously	-0.40	0	0	0.8	5	-2,0,0,0,0
northland	-0.40	0	0	0.6	5	0,-1,-1,0,0
dinnertime	-0.40	0	0	0.6	5	0,-1,-1,0,0
bouillon	-0.40	0	0	0.7	10	0,0,0,-1,0,0,0,-1,0,-2
tock	-0.40	0	0	0.6	10	0,0,-1,0,0,-1,-1,0,0,-1
coquette	-0.40	0	-1	0.5	10	1,-2,1,-1,1,-1,0,-1,-1,-1
tailwind	-0.40	0	0	0.8	5	0,0,-2,0,0
environmentally	-0.40	0	0	0.6	5	0,0,-1,0,-1
tang	-0.40	0	0	0.8	10	0,0,0,0,0,0,0,0,-2,-2
incumbently	-0.40	0	0	0.8	10	0,0,0,0,0,0,0,0,-2,-2
relinquish	-0.40	0	0	0.6	5	-1,0,-1,0,0
brackish	-0.40	0	-1	0.5	10	0,0,0,1,0,-1,-1,-1,-1,-1
quote	-0.40	0	0	0.7	10	0,0,0,0,0,-1,-1,-2,0,0
anointing	-0.40	0	0	0.6	5	-1,0,0,0,-1
mason	-0.40	0	0	0.8	10	0,0,0,0,0,-2,0,0,-2,0
paddy	-0.40	0	0	0.8	10	0,0,0,0,0,-2,0,0,0,-2
upstairs	-0.40	0	0	0.6	10	-1,-1,0,0,0,0,0,-1,-1,0
exceed	-0.40	0	0	0.8	10	0,0,0,0,0,0,0,-2,-2,0
melange	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,-1,-1,0
knacker	-0.40	0	0	0.8	10	0,-2,0,0,-2,0,0,0,0,0
rote	-0.40	0	0	0.6	10	0,0,1,-2,0,-2,0,-1,0,0
carpool	-0.40	0	0	0.6	5	0,0,0,-1,-1
cafe	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,-1,-1,0
wed	-0.40	0	0	0.8	10	0,0,0,0,0,-2,0,-2,0,0
intimateness	-0.40	0	0	0.6	5	0,-1,-1,0,0
funky	-0.40	0	0	0.6	5	-1,0,-1,0,0
chalice	-0.40	0	0	0.5	10	0,1,0,0,0,-1,-2,-1,0,-1
prep	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
mulligan	-0.40	0	0	0.6	5	0,0,0,-1,-1
bluesman	-0.40	0	0	0.6	5	-1,0,0,-1,0
singing	-0.40	0	0	0.6	5	-1,0,0,0,-1
dipping	-0.40	0	-1	0.5	10	-1,0,0,1,0,-1,-1,0,-1,-1
validate	-0.40	0	0	0.8	5	0,0,-2,0,0
pathway	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,-1,-1,0
edgeless	-0.40	0	0	0.8	5	0,-2,0,0,0
invert	-0.40	0	0	0.8	10	0,-2,0,-2,0,0,0,0,0,0
ethereally	-0.40	0	0	0.8	5	0,0,0,-2,0
sweatpants	-0.40	0	0	0.6	10	0,-1,0,-1,0,0,-1,-1,0,0
moneysaving	-0.40	0	0	0.6	5	0,-1,-1,0,0
kingdom	-0.40	0	0	0.6	10	0,0,0,0,0,0,-1,-1,-1,-1
disembark	-0.40	0	-1	0.6	5	0,1,-1,-1,-1
frivolously	-0.40	0	-1	0.6	5	-1,-1,0,-1,1
unpack	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,-1,0,-1
bricklayer	-0.40	0	0	0.8	5	-2,0,0,0,0
inexpressiveness	-0.40	0	0	0.8	5	0,0,-2,0,0
quarryman	-0.40	0	0	0.8	5	0,0,0,-2,0
hedgerow	-0.40	0	0	0.5	10	0,0,-2,0,0,-1,-1,0,1,-1
accompaniment	-0.40	0	0	0.8	10	0,-2,0,-2,0,0,0,0,0,0
unaccountability	-0.40	0	0	0.5	10	1,0,0,0,1,0,-2,-2,-2,0
brassiere	-0.40	0	0	0.6	5	0,0,-1,0,-1
pitcher	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
scriptwriter	-0.40	0	0	0.8	10	0,0,0,0,0,0,-2,0,0,-2
melody	-0.40	0	0	0.8	5	0,0,0,-2,0
borscht	-0.40	0	0	0.6	10	0,0,0,0,0,0,-1,-1,-1,-1
caveman	-0.40	0	0	0.6	5	0,0,-1,-1,0
creative	-0.40	0	0	0.6	5	0,-1,0,-1,0
conjugated	-0.40	0	0	0.6	5	0,-1,-1,0,0
gimmicky	-0.40	0	0	0.6	5	0,0,0,-1,-1
pesos	-0.40	0	0	0.6	5	0,0,0,-1,-1
custard	-0.40	0	0	0.7	10	0,0,-1,-2,-1,0,0,0,0,0
buttonholer	-0.40	0	0	0.8	5	0,-2,0,0,0
squiggly	-0.40	0	0	0.6	5	0,0,0,-1,-1
hygienically	-0.40	0	0	0.6	5	0,0,-1,0,-1
noob	-0.40	0	0	0.6	5	0,0,-1,0,-1
mistily	-0.40	0	0	0.6	5	0,0,-1,0,-1
occasionally	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,0,-1,-1
doorbell	-0.40	0	-1	0.5	10	0,0,0,1,0,-1,-1,-1,-1,-1
honorarium	-0.40	0	0	0.8	10	0,0,0,0,0,-2,0,0,-2,0
gospel	-0.40	0	0	0.6	10	0,0,0,0,0,-1,0,-1,-1,-1
homogenization	-0.40	0	0	0.8	10	0,0,0,0,0,0,-2,-2,0,0
feathered	-0.40	0	0	0.8	5	-2,0,0,0,0
lustfully	-0.40	0	-1	0.6	5	0,-1,1,-1,-1
applicable	-0.40	0	0	0.8	10	0,0,0,0,0,0,0,0,-2,-2
unconditionally	-0.40	0	0	0.6	5	-1,0,0,0,-1
promptly	-0.40	0	0	0.6	5	0,0,0,-1,-1
refreshment	-0.40	0	0	0.6	5	0,-1,-1,0,0
economizer	-0.40	0	0	0.6	5	0,-1,0,-1,0
static	-0.40	0	0	0.7	10	-1,0,-2,-1,0,0,0,0,0,0
seafowl	-0.40	0	0	0.6	5	-1,0,0,0,-1
clapped	-0.40	0	0	0.6	5	0,0,0,-1,-1
rotate	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,0,-1,-1
medium	-0.40	0	0	0.7	10	0,0,0,-2,0,-1,-1,0,0,0
grenadine	-0.40	0	-1	0.6	5	0,-1,-1,-1,1
inconsequentiality	-0.40	0	0	0.8	5	-2,0,0,0,0
homie	-0.40	0	0	0.7	10	0,-2,0,0,0,0,0,-1,-1,0
floss	-0.40	0	0	0.7	10	0,-2,0,0,0,0,0,-1,-1,0
kinesis	-0.40	0	0	0.6	5	0,0,-1,0,-1
preen	-0.40	0	0	0.6	5	0,0,-1,0,-1
costar	-0.40	0	0	0.6	5	0,-1,0,-1,0
complexion	-0.40	0	0	0.5	10	0,0,-2,0,1,0,0,-1,-1,-1
thread	-0.40	0	0	0.6	10	0,0,0,0,0,-1,-1,0,-1,-1
appeaser	-0.40	0	-1	0.6	5	1,-1,-1,-1,0
ego	-0.40	0	0	0.6	10	0,0,-2,0,0,-2,1,0,0,-1
